,Unnamed: 0,Unnamed: 0.1,username,content,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content,Label
2422,2422,2422,margherita,"""Da unsere Bundeskanzlerin in gewissen Dingen kein Maß kennt, besonders wenn es um die dt.-französische ""Freundschaft"" geht..."" Pardon? Habe ich da irgend etwas falsch verstanden oder verpasst??? Unsere Kanzlerin zeigte maßlose' Liebe' zu den Franzosen? Ach, wenn es doch so gewesen wäre, dann wäre Frankreich unter Hollande ein Stück weiter gekommen und wir alle hätten nicht wochenlang so bibbern müssen, wie es mit uns allen weitergeht hier in Europa. Liebe ist grenzenlos oder sie ist gar nicht! Auch wahre Freundschaft rechnet nicht kleinlich auf: Gibst du mir das, geb ich dir das, aber du schuldest mir dann noch das uns das.... Grenzenlose Freundschaft  gibt es aber unter Staaten nicht; da regiert immer die Staatsräson, und das bedeutet, man sucht trotz allem, den eigenen Vorteil zu wahren. Frau Merkel wird also wissen, warum sie Frankreich' wohlwollen d' behandelt hat, wenn es denn so war.",69,7,0.06639879943844702,0.019780219780219783,56.0,15,0,3,25,64.8,13.24,33
2423,2423,2423,margherita,"""Das impliziert es aber höchstens Menschen, die diesbezüglich ungebildet sind."" Sprachlich eindeutig ist die Formulierung ""polnische KZs"" nicht, aber wir gehen mit unserer Sprache auch sonst zunehmend liederlich um. Leider. Und leider gibt es auch in diesem Punkt zu viele Ungebildete. Dazu gab es schon vor Jahrzehnten Untersuchungen an der Uni Bielefeld, die das Maß der Unkenntnis im puncto ""III. Reich und Judenverfolgung"" belegen, obwohl das Pflichtunterrichtsstoff an deutschen Schulen ist.",74,3,0.06774227565116522,0.016055045871559634,71.83333333333333,24,0,6,16,81.65,9.65,33
2424,2424,2424,margherita,"""Das waren durch die Reihe Typen, denen man so etwas nie zugetraut hätte: Sie sahen wie Sieger aus, sprachen wie Sieger ..."" Wenn jemand ständig mit geschwellter Brust als Sieger durch die Welt läuft, ist große Skepsis geboten. Oft bzw. meist handelt es sich um ausgeprägte Narzissten, denen die Fähigkeit, sich selbst mit den Augen der Mitmenschen kritisch zu sehen, nicht zu eigen ist. Sie würden auch jede Hilfe ablehnen, denn sie sind weitgehend beratungsresistent. Wie man seit langem weiß, trifft man diesen Persönlichkeitstyp sehr häufig auf der Führungsebene an (die ZEIT berichtete schon vor Jahren darüber).  Beim Scheitern zieht es ihnen buchstäblich den Boden unter den Füßen weg, weil sie das niemals kommen sahen oder  einkalkuliert hatten (s.o.).  Wie also sollten sie resilient sein?",63,15,0.061683322229624686,0.01894736842105264,94.2,16,0,5,20,36.15,21.1,33
2425,2425,2425,margherita,"""dass kein Ausstiegsabkommen mit der EU besser sei als ein schlechtes"" Irrtum vom Amt: Solch dummes Geschätz verärgert zunehmend die anderen Mitgliedsländer. Wo ist das ""ehrwürdige und verlässliche Old England"", basierend  auf der Grundlage des Fairplay  geblieben? Larvieren, Herumeiern, Rosinenpicken, Drohen usw. sind an dessen Stelle getreten. Es scheint inzwischen 'Mode' geworden zu sein, dass man lieber Tee trinkt, abwartet und nichts tut, als ""anständig zu regieren, zügig bindende Verträge zu vereinbaren und politische Verantwortung dafür zu übernehmen (sieh auch die Argumentation der FDP hier zu Hause). Jämmerlich und jammerschade!",119,13,0.06803691750184021,0.01070154577883472,119.28571428571428,20,0,13,31,51.85,15.88,33
2426,2426,2426,margherita,"""Denn sie wissen nicht, was sie tun?""... vielleicht. Sie machten einfach ein Kreuzchen, weil sie protestieren wollten oder den unerfüllbaren heilsversprechungen glaubten, und hinterher wollte es keiner gewesen sein. So ist das gewiss auch bei vielen AFD-Wählern. Dann sollten die 'Unbedarften' doch lieber zu Hause bleiben. Altmaier hat recht. Er ist ein kluger Kopf.",57,8,0.06467661691542287,0.01492537313432836,79.6,18,0,11,13,50.55,13.14,33
2427,2427,2427,margherita,"""Der Fehler der EU liegt in ihrer Konstruktion..."" ja, die völlig übereilte Erweiterung der EU war der Erbsündenfall! Nun kriegen wir die Probleme nicht mehr in den Griff. Wer hat damals so auf die Tube gedrückt? Cui bono, also wem hat es genützt? Wenn man sich an die große Studie ""Der Prozess der Zivilisation"" von Norbert Elias erinnert, dann weiß man, dass historisch, sozial und kulturell auf deine Phase der Integration immer eine Phase der Desintegration gefolgt ist. Es lohnt sich, dieses wichtige soziologische Werk noch einmal zu studieren und daraus die richtigen politischen Konsequenzen zu ziehen: Ich appelliere an die Franzosen, dieser Kassandra nicht zu folgen. Ich appelliere an die vielen aufrechten Europäer, innerhalb der EU endlich für mehr Demokratie und Gerechtigkeit  - nicht für mehr Gleichmacherei! - zu sorgen. Nur gemeinsam sind wir stark!",61,4,0.0709755751023624,0.02030456852791878,130.66666666666666,8,0,5,19,54.4,17.3,33
2428,2428,2428,margherita,"""Der Krug geht so lange zum Brunnen, bis er bricht"" und weiter: Auch in der Türkei haben Lügen kurze Beine. Erdogan fällt vom hohen Sockel, auf den ihn seine Anhänger heben, wenn die Wirtschaft nicht mehr wächst und floriert wie einst. Dazu kann auch jeder deutsche Urlauber etwas beitragen. Wir werden jedenfalls vorerst nicht mehr in dieses Land reisen: Da können die Preise noch so günstig sein.",102,14,0.05641885410671538,0.008658008658008658,76.1111111111111,34,0,8,29,54.45,12.89,33
2429,2429,2429,margherita,"""Der Untertan"" wurde von Heinrich Mann, dem Bruder von Thomas,  geschrieben. Das ist Pflichtlektüre für alle Deutschen.... Darüber hinaus muss man sagen, dass die Franzosen seit jeher eine ganz andere Streikkultur gepflegt haben und die Aufständischen damit schon oft erfolgreich waren. Da die Vorgängerregierungen nach kurzer Zeit immer eingeknickt sind, fühlen sich die Streikenden natürlich ermuntert. Auch daraus erklären sich die vielen Sonderregelungen für bestimmte Berufsgruppen ... Macron ist auch angetreten, um diesen Bann zu brechen. Es steht dahin, ob das gelingen wird. Das Beunruhigende für mich sind aktuell nämlich die zu allem entschlossenen Chaoten, die sich - teils als Gelbwesten getarnt - unter die friedlichen Demonstranten mischen.",67,13,0.06277035157901584,0.01981981981981982,78.42857142857143,16,0,3,30,11.1,19.85,33
2430,2430,2430,margherita,"""Die erste Lehre daraus wäre: Glaube niemanden, der ""blühende Landschaften"" oder Ähnliches verspricht. Nichts anderes hat Trump getan und verkündet Erdogan. Ich möchte die ""Rattenfänger"" nicht alle aufzählen, die heute in den Medienblasen auf Zustimmung treffen. Geschichte wiederholt sich nicht, sie reimt sich."" Ja, da rächen sich die Lügen, die v.a. Herr Kohl und die CDU den Ostdeutschen 1990 gemacht haben. Für den Ex-Kanzler war ja der Wiederaufbau angeblich aus der Portokasse zu bezahlen. Ensthafte Berechnungen wie die des EX-DDR-Finanzministers Romberg oder von Lafontaine, die von mind. 140 Milliarden ausgingen, wurden als Hetze niedergeschriehen (so gesehen in einer Talkshow durch Minister Waigel!). Herrn Kohl wird sein ""dummes Geschätz von gestern""(Adenauer) nicht weiter interessieren. Er wollte auf Biegen und Brechen als Kanzler der Einheit in die Geschichte eingehen. Fairerweise muss man aber zugeben, dass er den 10-Punkte-Plan befürwortet hat, dann aber dem Druck der Straße nachgeben musste. Mit einer vorübergehenden Zwei-Staaten-Lösung, wie Kohl sie wollte, wären die Ostdeutschen vermutlich besser gefahren.",57,7,0.057289002557544766,0.017902813299232736,195.0,18,0,11,18,52.05,19.12,33
2431,2431,2431,margherita,"""die F.D.P. (immer schön mit vielen Punkten) verschwindet wieder in der Bedeutungslosigkeit."" Da bin ich mir nicht sicher, denn immerhin vertritt diese Partei alle legalen und illegalen ""Steuerhinterzieher"" - die FDP selbst würde sagen ""Steuergestalter"", der reinste Euphemismus!) und davon gibt es nicht zu wenige. ""Steuersparen"" ist bekanntlich der Deutschen zweitliebstes Hobby und folgt direkt auf die ""Schnäppchenjagd"". ""Geiz ist geil"", hieß mal ein Werbeslogan. Das trifft die Mentalität vieler Zeitgenossen... leider.",70,6,0.06148187622122608,0.01141552511415525,72.16666666666667,11,0,2,25,66.55,11.89,33
2432,2432,2432,margherita,"""Die Ossis haben den Soli auch bezahlt..."" Stimmt, aber ich erbitte seit Jahren konkrete Zahlen: Weviel Prozent der Gesamtsumme kam und kommt aus den NL, und wieviel davon bedeutet das bezogen auf die erwachsene Einwohnerzahl? Wenn man das endlich mal publizieren würde und man sich danach konkret darauf beziehen könnte, hörte vielleicht das ewige Gejammer auf, wie schlecht die hochnäsigen Wessis mit den armen Ossis umgehen. Leider gibt es dazu wohl einen publizistischen  Maulkorb oder kennt jemand diese Zahlen?",187,33,0.06773220471176564,0.003028009084027252,87.13333333333334,36,0,13,63,51.85,15.78,33
2433,2433,2433,margherita,"""Die Politik, für die China einst kritisiert wurde, würde global gebraucht werden."" Nicht unbedingt: Sie war nämlich nicht unproblematisch. In China hat die Ein-Kind-Politik zu einem absoluten und verheerenden Männerüberschuss bzw. Frauenmangel geführt. Auch in vielen Gegenden Afrikas und anderer Entwicklungsregionen der Welt hat die Geburtenkontrolle zusammen mit der Möglichkeit, das Geschlecht des Kindes vorab zu bestimmen, dazu geführt, dass weibliche Föten abgetrieben wurden, so dass dort ein absoluter Männerüberschuss herrscht. In den Augen vieler Menschen sind nämlich männliche Nachkommen auch heute  noch  ""wertvoller"" als weibliche! Das ist ein folgenschwerer Irrtum, denn zu viele junge Männer, die keine ""Frau"" finden, somit keine Familie gründen können,  machen Kriege, Frauenraub und Migrationsbewegungen immer wahrscheinlicher, was heute hinreichend zu beobachten ist.",55,3,0.06159420289855073,0.014492753623188406,68.2,11,0,5,20,69.55,10.95,33
2434,2434,2434,margherita,"""Doch der Präsident hat ein Kabinett nach seinem Ebenbild geschaffen."" Das ist nun wirklich ein merkwürdiger Ausdruck in diesem Zusammenhang. Was meinen Sie, was passiert, wenn man an die Spitze einer Verwaltung - die Regierung ist ja die Exekutive! - jemanden beruft, der weder Erfahrung beim Leiten einer großen Behörde, noch Durchsetzungsfähigkeit und evtl. keinen großen Arbeitswillen mitbringt? Die sicher ehrenwerten Menschen müssten sich lange einarbeiten, bevor sie Erfolge vorweisen könnten. Diese Zeit bleibt Macrons Mannschaft nicht. In der schwierigen Situation, in der Frankreich sich befindet, kann man an so wichtigen Posten keine 'Azubis in Verwaltungangelegenheiten' gebrauchen. Die Neuen können gerne im Parlament lernen oder in der 2. und 3. Reihe assistieren, aber zum Leiten in Regierungsverantwortung braucht man Erfahrung.",56,6,0.0639836084689577,0.002881844380403458,68.6,13,0,5,18,66.55,10.6,33
2435,2435,2435,margherita,"""Donald Trump hat nur einen 22 Jahre alten Beschluss des US-Kongresses umgesetzt "" Wenn dieser Beschluss so lange nicht umgesetzt wurde, so hatte das seine guten Gründe! Die gelten auch noch noch bzw. heute mehr denn je. Ich habe große Sorge um den Weltfrieden, weil hier so leichtfertig und völlig ohne Not Lunte an ein Pulverfass gelegt worden ist, vermutlich nur, um von den innenpolitischen Schwierigkeiten Netanjaus abzulenken. Der nächste, also der dritte Weltkrieg wird von Israel/Palästina ausgehen: Das weiß ich schon, seit ich denken kann. Ich habe nur gehofft, dass sei am Sanktnimmerleinstag, sprich: Die Israelis, Araber und zionistischen Amerikaner würden zwischenzeitlich zur Vernunft kommen. Joan Baez sang in den 60ern: ""If God is on our side, he'll stop the next war."" Es sieht nach dieser Entscheidung Trumpfs nicht mehr danach aus.",115,14,0.06563825070765174,0.009628610729023384,79.8888888888889,21,0,11,45,62.3,13.17,33
2436,2436,2436,margherita,"""Dumm"" war es für den Brexit zu stimmen, ohne zu wissen, was da auf einen zukommt und ""aus die Maus"" kommt vielleicht schneller als gehofft oder befürchtet. Wechselkurse können im übrigen einiges ausgleichen, aber keine zerstörte industrielle Landschaft. In welchen Branchen - außer der Finazbranche - ist GB eigentlich noch Spitze?",78,4,0.06273118262536337,0.009940357852882704,83.0,22,0,9,24,59.1,11.37,33
2437,2437,2437,margherita,"""Ein vorzeitiges Scheitern der Groko halte ich zumindest für wahrscheinlicher."" ja, das ist eine realistische Perspektive, denn alle außer der CSU müssen zu viel Kröten schlucken,  aber wie auch immer: Wir sollten bald wieder ernsthafte Politik für die Zukunft Europas machen, und dafür steht Martin Schulz nun leider nicht mehr zur Verfügung.",59,7,0.07353338045364004,0.017721518987341773,131.0,10,0,4,18,44.0,16.02,33
2438,2438,2438,margherita,"""Es gab immer wieder existentielle Krisen und wir haben sie gemeistert""? Mag sein, aber der Blutzoll war definitiv zu hoch. Verteilungskämpfe, und darum wird es im Kern wieder gehen, produzieren Berge an Toten. Man braucht sich nur den Irrsinn des 1. und 2. Weltkriegs anzusehen. Als Erfahrung daraus und als Friedensprojekt wurde die Europäische Gemeinschaft, dann die heutige EU aufgebaut, und die steht jetzt wegen der Nationalisten und Vereinfacher hüben wie drüben schon wieder zur Disposition. Da kann man wohl kaum von nachhaltigem ""Meistern der Krise"" sprechen.",52,7,0.06270778988287043,0.023323615160349854,85.0,9,0,3,19,67.55,11.35,33
2439,2439,2439,margherita,"""Es ist gar nicht einzusehen, warum der hiesige Steuerzahler über 100 Euro tägliche Haftkosten für straffällige Ausländer aufwenden soll."" Und was meinen Sie, wer die Gefängnisse im Ausland bezahlen müsste??? Der deutsche Michel natürlich. Würden Sie sich als Regierung des Landes XY zwingen lassen, auf Befehl oder Wunsch der Deutschen neue Gefängnisse zu bauen ohne Gegenleistung? Deutschland kann Straftäter, deren Staatsangehörigkeit geklärt ist, meines Wissens ins Herkunftsland zurückschicken. Ob die dann dort eingebuchtet werden oder man sie laufen lässt, entzieht sich unserer Kompetenz.",53,7,0.06567189925823702,0.02346041055718475,84.5,13,0,5,16,71.75,11.07,33
2440,2440,2440,margherita,"""Es sollte am besten vermittelt werden, dass Anstrengung sich lohnt ..."" genau das kann unsere Schule - so wie die französische Schule - den Kindern und Jugendlichen aus den Vorstädten und frz.  banlieues nicht vermitteln! Sie haben aller Voraussicht nach keine Chance, dass ihre Anstrengung sich später lohnt, von wenigen Ausnahmen abgesehen. Warum soll man da auf ein 'lahmes Pferd' setzen, das nie ans Ziel kommen wird? Warum sich dann nicht Techniken aneignen, die das Überleben sichern (Drogenhandel, Kriminalität de toutes sortes), und bei denen man auch das Gefühl hat, in der eigenen Gruppe geachtet und evtl. sogar reich werden zu können?",146,32,0.06326902960566329,0.0054005400540054005,277.0,22,0,8,46,20.65,23.92,33
2441,2441,2441,margherita,"""Es würde den Alten gut zu Gesicht stehen..."" Was meinen Sie, was die überwiegende Mehrheit tut? Die Intergenerationen-Solidarität ist nach allen Studien, die mir bekannt sind, sehr hoch, sei es mit Geld, sei es mit Enkelbetreuung, sei es mit Kontaktsuche usw. Dass in der 1. Welle der Kontakt zu den Kindern und Enkeln unterbunden wurde, hat viele an den Rand des Wahnsinns und der Verzweiflung getrieben. Die ""Sandwichgeneration"" ist sehr viel komfortabler aufgewachsen und hatte schon sehr früh riesige Reise- und Berufsmöglichkeiten im Vergleich zur vorherigen und wird einmal das erben, was die Elterngeneration mühsam zusammengespart hat. Einige Grosseltern, die ich kennr, haben bereits ihr Häuschen verkauft, damit die Enkelkinder z. B. Musik- oder Reit-oderTennisstunden bezahlen können. Viele Senioren engagieren sich intensivst in gemeinnützigen Vereinen oder anderweitig ehrenamtlich, z. B. in Jugendsortgruppen, Arbeiterwohlfahrt. Ohne sie würde das soziale Leben vielerorts und in vielen Bereichen zusammenbrechen. Ist das alles nichts?",121,22,0.0613923013923014,0.008648648648648649,153.33333333333334,30,0,8,41,38.8,20.26,33
2442,2442,2442,margherita,"""geht es hauptsächlich darum, das die armen Länder, von den Reichen gepampert werden"" Das werden wir so oder so tun müssen: Oder glauben Sie, dass wir die Forderungen an das Ausland, die aufgrund des immensen Exportüberschusses entstanden sind, jemals zurück bekommen werden? Das sind Kredite, die wir durch unseren Konsumverzicht  (Sparen) angesammelt haben und die wir größtenteils abschreiben können. Das sagt uns nur keiner, bestimmt nicht vor der Wahl, und irgendeine wichtige Wahl ist ja in der föderalen Bundesrepublik ständig - und nach der Wahl ist dann sofort wieder vor der  Wahl. Unbequeme Wahrheiten hört man dann nicht gerne!",68,7,0.06393394929826146,0.015659955257270694,88.6,16,0,8,23,66.95,13.09,33
