,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
2161,90,5,0.0644454382826476,0.014285714285714285,61.333333333333336,21,0,1,28,76.4,8.89
2162,54,3,0.062006079027355616,0.024242424242424242,40.5,19,0,4,16,83.25,8.04
2163,146,18,0.07216384350856073,0.005336179295624333,186.6,17,0,1,36,45.5,18.53
2164,90,13,0.06460382446811405,0.014827018121911038,100.33333333333333,14,0,1,30,53.85,14.89
2165,68,8,0.06825261965448881,0.011655011655011656,85.0,14,0,3,21,63.55,13.27
2166,59,3,0.06798413054869376,0.02185792349726776,72.4,12,0,1,20,68.75,10.82
2167,85,9,0.06895084626327894,0.014571948998178506,136.5,15,0,1,20,59.25,15.58
2168,96,13,0.0635704143040677,0.023291925465838508,63.5,24,0,2,36,64.0,13.03
2169,77,9,0.06953526606705797,0.009633911368015413,64.0,20,0,4,18,61.9,11.35
2170,52,7,0.06592404090843616,0.011299435028248588,87.75,8,0,0,15,55.85,15.2
2171,101,10,0.06785050092986984,0.007898894154818325,89.57142857142857,14,1,1,30,66.15,10.91
2172,147,21,0.06801923124374822,0.010710808179162609,127.375,27,1,1,47,44.35,18.51
2173,67,10,0.06675799868710221,0.008714596949891068,114.0,13,0,0,16,57.9,14.48
2174,73,7,0.06468624208194212,0.015945330296127564,109.0,15,1,5,27,68.1,13.9
2175,69,8,0.0683240843507214,0.018823529411764704,105.5,10,0,0,19,69.1,12.14
2176,50,13,0.0645456231945512,0.010282776349614395,129.0,6,0,0,16,34.6,19.48
2177,51,4,0.06215036921011411,0.009146341463414634,35.55555555555556,13,0,3,20,70.35,11.14
2178,69,7,0.062193726469894565,0.018789144050104383,79.0,22,0,2,19,51.7,13.34
2179,57,3,0.06733246907059745,0.011299435028248588,87.75,8,0,0,17,72.1,9.93
2180,83,8,0.06251146578609429,0.012658227848101266,137.5,13,0,0,25,53.9,16.03
2181,52,4,0.06571037438247723,0.0220125786163522,78.75,11,0,1,15,73.4,10.58
2182,50,2,0.07449781082924467,0.019867549668874173,100.0,10,0,2,19,61.4,13.2
2183,53,5,0.06477377654662975,0.027700831024930747,119.66666666666667,8,0,0,18,48.2,18.9
2184,97,13,0.06748448423714769,0.01088646967340591,79.5,17,0,2,25,60.8,15.46
2185,99,9,0.07156018229395156,0.009630818619582664,123.8,18,0,0,23,55.75,15.58
2186,50,5,0.06497546716776281,0.01935483870967742,154.5,8,0,0,13,30.55,24.8
2187,60,3,0.06867448471926083,0.01488095238095238,83.0,11,1,2,15,78.1,10.67
2188,163,17,0.06775919090377586,0.007469654528478058,81.23076923076923,36,4,9,41,60.15,15.28
2189,86,11,0.06850561727232787,0.01592920353982301,112.0,12,1,0,19,53.2,14.65
2190,67,7,0.07093940232429442,0.014388489208633094,103.5,11,0,0,21,75.45,10.9
2191,55,7,0.0688057863958141,0.002770083102493075,89.5,12,0,0,11,60.9,11.34
2192,104,11,0.06848545466153094,0.008746355685131196,113.5,17,0,1,29,63.25,13.07
2193,53,4,0.06308271798314313,0.018292682926829267,64.8,10,0,3,18,78.95,12.87
2194,57,6,0.070093815521648,0.019337016574585635,120.0,8,0,0,18,55.7,12.51
2195,93,6,0.06368916824228797,0.013468013468013467,98.16666666666667,14,0,2,31,65.05,12.65
2196,165,37,0.06214889193612597,0.006546644844517185,151.875,26,0,7,59,33.75,20.58
2197,60,5,0.06768113577023499,0.010416666666666666,76.0,11,0,0,16,59.7,12.0
2198,96,12,0.06427155459934801,0.010719754977029096,58.45454545454545,18,0,0,32,69.85,10.95
2199,61,7,0.06347457918832398,0.01674641148325359,68.83333333333333,15,0,4,20,56.65,13.4
2200,63,7,0.06486179524215153,0.017369727047146403,100.0,11,0,0,21,70.6,11.4
2201,62,7,0.06454775234450666,0.014563106796116505,81.6,9,0,0,23,68.15,11.41
2202,50,2,0.06563082899063516,0.01238390092879257,63.8,10,0,0,12,70.55,9.6
2203,90,5,0.07169396849306471,0.021238938053097345,55.6,18,0,1,24,67.65,9.16
2204,94,8,0.06467010337397376,0.013201320132013201,74.875,20,0,3,32,68.75,11.95
2205,74,10,0.06592379283001544,0.012244897959183673,60.375,23,0,4,23,65.7,9.16
2206,80,6,0.07119459803140417,0.01002004008016032,82.5,19,0,5,25,58.7,13.4
2207,104,8,0.06628077422013665,0.013761467889908258,71.77777777777777,16,0,0,35,67.55,10.58
2208,66,12,0.06899241738696289,0.009111617312072893,47.888888888888886,15,0,0,21,66.4,10.59
2209,62,5,0.06359765451391376,0.013368983957219251,45.875,16,0,1,21,81.95,7.99
2210,95,9,0.06751013146189583,0.006622516556291391,99.83333333333333,18,0,0,22,61.55,13.92
2211,52,3,0.07032832626227879,0.0030864197530864196,80.25,8,0,0,9,73.4,9.05
2212,57,10,0.06779615866165851,0.007731958762886598,76.8,11,0,1,15,63.3,12.98
2213,83,5,0.06720731412496429,0.015296367112810707,73.71428571428571,16,2,4,30,66.75,10.82
2214,74,11,0.06381658992771429,0.013944223107569721,99.6,17,0,2,23,50.55,18.28
2215,85,10,0.0675278408367988,0.009140767824497258,108.6,11,0,0,21,57.7,14.8
2216,72,6,0.07683144729005359,0.01598173515981735,86.8,12,0,0,21,62.55,13.87
2217,53,12,0.06418219461697722,0.014492753623188406,102.75,10,0,3,16,33.6,18.4
2218,147,13,0.06969193653847598,0.012304250559284116,110.875,22,0,3,34,73.85,12.53
2219,67,8,0.06758584292641091,0.0117096018735363,84.6,10,0,0,18,61.3,12.52
2220,178,23,0.06324184075374496,0.008169934640522876,110.36363636363636,41,0,4,56,56.9,13.86
2221,79,7,0.06279781627694153,0.021825396825396824,99.8,20,1,1,26,66.6,14.0
2222,69,2,0.07009779238332493,0.015424164524421594,64.0,11,0,0,16,80.75,8.66
2223,73,6,0.06732173682113929,0.020316027088036117,73.0,13,0,0,26,74.2,9.81
2224,79,10,0.06760878243512977,0.003992015968063872,82.66666666666667,13,0,2,22,67.35,11.86
2225,52,5,0.06428584272895649,0.008982035928143712,82.75,7,0,0,17,73.4,10.58
2226,132,8,0.06682142264964348,0.011042944785276074,73.18181818181819,35,0,6,38,69.9,12.36
2227,54,6,0.05735898839347115,0.013227513227513227,125.33333333333333,12,0,3,16,41.85,19.69
2228,68,5,0.05745344661813473,0.008849557522123894,89.6,18,0,2,21,61.1,11.32
2229,91,10,0.07164530098368181,0.011844331641285956,97.66666666666667,19,0,3,26,65.35,12.23
2230,89,8,0.07026073751117534,0.013986013986013986,190.0,16,0,4,16,36.05,23.64
2231,84,15,0.06675277363801956,0.014545454545454545,109.2,16,0,3,21,59.55,14.59
2232,58,5,0.05764328203191387,0.022408963585434174,58.666666666666664,18,0,5,17,77.95,9.93
2233,56,2,0.06211425858521917,0.016853932584269662,58.5,15,0,2,24,65.4,8.72
2234,100,13,0.06865193380056031,0.005979073243647235,133.0,18,0,2,33,54.7,16.0
2235,83,12,0.06277851514160591,0.008944543828264758,92.33333333333333,17,0,2,27,59.75,15.07
2236,94,9,0.06665341911125461,0.01889763779527559,78.5,19,1,5,32,68.75,10.25
2237,90,12,0.06820539552935954,0.012841091492776886,155.0,18,0,2,28,41.0,18.35
2238,57,6,0.0608825082825179,0.01977401129943503,70.0,17,0,1,20,81.05,10.91
2239,62,8,0.06436865908813102,0.009876543209876543,134.33333333333334,10,0,1,14,59.85,14.73
2240,50,4,0.06363152289669863,0.01597444089456869,61.8,6,0,0,14,64.7,13.6
2241,56,4,0.06586847128231824,0.014705882352941176,55.833333333333336,12,0,0,20,75.2,8.77
2242,55,13,0.06647058823529411,0.01647058823529412,105.5,10,0,2,20,43.35,17.16
2243,57,7,0.0736990282444828,0.01098901098901099,181.5,7,0,0,15,52.05,17.72
2244,71,4,0.06621803173527312,0.014742014742014743,57.285714285714285,13,0,4,18,86.3,8.1
2245,60,16,0.06737169117351169,0.014028056112224449,249.0,9,0,3,23,9.6,27.33
2246,78,7,0.06509032503766993,0.01016260162601626,97.6,14,0,2,17,70.8,10.34
2247,131,10,0.06823238566131024,0.011111111111111112,89.0,24,1,6,32,64.6,15.13
2248,63,12,0.06374766967299844,0.004484304932735426,88.4,9,0,0,21,56.25,13.29
2249,63,7,0.05909747219002297,0.006756756756756757,110.25,19,0,1,19,53.05,14.57
2250,80,10,0.06751054852320676,0.014466546112115732,91.33333333333333,13,0,1,27,55.55,13.32
2251,128,17,0.0673944099717554,0.005834305717619603,121.57142857142857,19,0,1,39,56.4,15.45
2252,73,7,0.06548970232788964,0.008565310492505354,77.0,12,0,0,23,68.35,11.46
2253,55,7,0.06071855961705831,0.013020833333333334,95.25,13,0,0,15,49.2,13.52
2254,78,6,0.05980838323353293,0.015968063872255488,166.33333333333334,15,0,2,20,54.55,15.53
2255,138,6,0.06947560334971106,0.009937888198757764,72.36363636363636,30,0,8,30,74.95,10.4
2256,58,1,0.06264947582312852,0.011976047904191617,46.857142857142854,18,0,8,18,88.4,6.64
2257,91,12,0.05748250964326296,0.012759170653907496,88.71428571428571,24,0,6,31,53.85,14.44
2258,66,6,0.06906379453189725,0.014084507042253521,60.0,13,1,1,21,65.3,9.21
2259,67,5,0.06618164470153258,0.014634146341463415,57.714285714285715,12,0,1,19,75.2,9.85
2260,90,12,0.07297639236587795,0.009836065573770493,151.75,15,0,2,24,46.35,19.22
2261,57,9,0.06341404938863582,0.005154639175257732,128.66666666666666,8,0,3,17,49.85,15.32
2262,63,6,0.06362963461409056,0.0051813471502590676,63.5,12,0,4,13,70.9,13.94
2263,138,24,0.07174959871589084,0.006122448979591836,162.5,24,0,8,31,40.5,19.67
2264,181,24,0.06503644368607872,0.004866180048661801,93.92307692307692,41,0,12,48,46.75,17.2
2265,87,10,0.06855984016945889,0.01733102253032929,114.6,22,0,7,17,35.3,18.9
2266,66,9,0.06705170906857533,0.009708737864077669,67.83333333333333,12,0,3,15,69.9,12.66
2267,62,6,0.05985681857866247,0.016867469879518072,103.0,19,0,6,23,43.7,20.14
2268,80,6,0.07339765426400885,0.0057361376673040155,173.66666666666666,10,3,4,23,48.4,16.09
2269,55,7,0.06846019939863902,0.016853932584269662,88.25,9,0,2,16,66.75,12.79
2270,113,16,0.061480103585366735,0.01349527665317139,81.44444444444444,26,0,10,35,64.45,13.87
2271,84,11,0.06775948392066243,0.01386481802426343,114.6,12,0,2,25,46.4,15.31
2272,104,12,0.06912813091868655,0.011661807580174927,97.14285714285714,19,0,11,33,59.8,12.5
2273,66,5,0.06861265679524663,0.021691973969631236,65.0,18,0,4,18,43.95,13.76
2274,63,15,0.06686546817755813,0.008247422680412371,120.5,11,0,5,21,36.15,19.83
2275,63,10,0.06260044060833751,0.01152073732718894,107.75,14,0,4,17,56.25,12.02
2276,88,16,0.0694858087731001,0.0030627871362940277,108.0,17,0,5,26,31.65,18.05
2277,64,10,0.06884346166083359,0.008908685968819599,111.5,5,0,0,18,52.85,17.03
2278,74,8,0.068120359664797,0.017467248908296942,113.75,18,0,3,16,71.6,12.41
2279,73,5,0.0693861453080542,0.023809523809523808,114.75,10,0,2,23,56.25,15.75
2280,106,17,0.06541765392491945,0.009247027741083224,107.28571428571429,20,0,4,37,42.0,17.92
2281,102,21,0.062406836567822976,0.009408602150537635,105.42857142857143,27,0,6,24,51.85,17.39
2282,79,15,0.06428274675054899,0.013769363166953529,193.0,11,0,3,26,30.85,21.15
2283,84,13,0.06544568803379276,0.017543859649122806,189.33333333333334,20,0,4,20,36.0,20.68
2284,65,6,0.06847382475940948,0.020179372197309416,110.75,10,0,2,17,52.55,13.9
2285,93,11,0.06621264913947841,0.006493506493506494,153.25,21,0,5,17,43.7,19.28
2286,111,14,0.059830372531954466,0.007832898172323759,152.4,21,0,5,23,52.7,14.98
2287,98,16,0.06320614545343635,0.0058997050147492625,134.8,13,0,1,19,55.1,16.41
2288,56,7,0.06307501036054704,0.013123359580052493,126.33333333333333,17,0,2,14,50.15,18.19
2289,60,8,0.06383908534712872,0.014563106796116505,136.66666666666666,10,0,2,18,48.85,16.0
2290,61,11,0.06872371860438685,0.014285714285714285,209.5,7,1,2,13,27.65,21.97
2291,59,10,0.06715326759541938,0.014492753623188406,102.75,23,0,9,14,9.85,32.41
2292,81,10,0.06159542440749744,0.015463917525773196,115.6,19,1,11,22,24.0,25.34
2293,187,23,0.06260053762578893,0.005718954248366013,101.08333333333333,22,0,7,53,58.0,16.9
2294,219,30,0.06902569008846338,0.009708737864077669,102.07142857142857,24,0,7,55,52.45,15.01
2295,204,9,0.06472506004803844,0.0048,103.25,44,2,15,34,58.2,12.86
2296,222,32,0.06561484989080128,0.004814305364511692,102.92857142857143,22,1,14,55,52.05,15.49
2297,194,23,0.062131929694954895,0.006274509803921568,140.77777777777777,51,4,16,55,46.35,17.0
2298,199,34,0.06095762023559607,0.0027835768963117608,142.8,32,1,3,63,43.1,16.8
2299,195,29,0.05448084680336358,0.009125475285171103,81.25,71,1,12,55,49.4,13.58
2300,216,26,0.059384683069676786,0.004936530324400564,156.55555555555554,72,1,14,56,30.15,19.48
2301,201,30,0.06719739077934286,0.003599712023038157,137.9,27,3,6,39,46.75,18.49
2302,222,20,0.06732793760548915,0.0048209366391184574,120.08333333333333,34,0,7,48,54.5,15.83
2303,182,25,0.06526916779781979,0.004180602006688963,170.0,22,1,7,40,49.1,19.4
2304,226,16,0.06841657204710092,0.010917030567685589,136.5,33,1,13,40,56.25,16.3
2305,66,8,0.0630816429135757,0.01583710407239819,109.75,8,1,1,23,58.2,13.27
2306,178,22,0.06806757959831591,0.009369676320272573,105.81818181818181,28,0,4,45,58.6,13.9
2307,218,28,0.06716363782890758,0.0046822742474916385,135.0,40,1,8,57,47.15,16.61
2308,128,24,0.06153753654448843,0.011185682326621925,126.85714285714286,22,0,1,35,44.9,17.95
2309,114,15,0.06923656024364372,0.006535947712418301,152.2,22,0,4,18,51.9,16.14
2310,53,15,0.06267881800607567,0.02112676056338028,105.75,10,0,1,18,26.6,21.35
2311,154,25,0.06830222310244095,0.007518796992481203,95.81818181818181,23,0,2,41,55.05,12.63
2312,197,36,0.052276471360051306,0.0013937282229965157,83.47058823529412,106,0,3,66,21.1,15.84
2313,195,38,0.065630702880455,0.008891928864569083,161.55555555555554,35,0,2,63,35.45,19.96
2314,54,5,0.0633800860991529,0.015789473684210527,62.5,16,0,3,17,54.2,14.09
2315,102,7,0.06706574927345436,0.01889763779527559,69.66666666666667,21,0,1,31,69.35,11.61
2316,130,25,0.06541194314103144,0.005186721991701245,240.0,20,2,6,39,8.0,29.94
2317,138,20,0.06658453874114134,0.012738853503184714,93.3,32,0,7,36,46.05,18.17
2318,106,12,0.06859389372390856,0.010401188707280832,83.25,19,0,1,36,62.85,13.5
2319,146,19,0.06608444788978403,0.0039603960396039604,111.22222222222223,23,1,3,35,52.65,15.8
2320,101,14,0.06897566086395873,0.00851063829787234,140.2,13,2,3,31,36.95,15.6
2321,125,19,0.06292953614083206,0.01152073732718894,143.83333333333334,23,0,2,32,48.05,17.92
2322,79,12,0.06323536433146218,0.01845018450184502,180.0,17,0,4,24,42.85,20.66
2323,67,4,0.07437757711780364,0.02040816326530612,195.5,8,1,2,16,52.9,18.18
2324,63,12,0.06570271833429728,0.010964912280701754,75.0,7,1,1,18,50.4,16.47
2325,64,8,0.06318078277075997,0.011363636363636364,72.5,11,0,2,16,61.9,12.0
2326,203,31,0.06436485596214889,0.005649717514124294,82.3529411764706,39,1,11,63,55.35,13.91
2327,187,25,0.0679082969380755,0.005376344086021506,99.23076923076923,39,0,16,57,46.5,14.95
2328,187,33,0.061100551709466926,0.005438477226376614,121.66666666666667,36,1,6,67,32.6,17.75
2329,51,4,0.06186786538120305,0.034482758620689655,79.0,12,0,5,11,67.75,13.75
2330,107,14,0.06774251636954365,0.009681881051175657,119.66666666666667,16,0,8,21,56.9,15.34
2331,53,8,0.06479949874686718,0.0125,99.25,4,0,2,12,43.85,16.64
2332,81,12,0.06872634746780673,0.008976660682226212,78.71428571428571,9,0,3,24,57.25,14.02
2333,82,8,0.06690190543401552,0.007326007326007326,77.14285714285714,12,0,2,18,72.7,11.82
2334,72,12,0.06186369625104803,0.010330578512396695,79.83333333333333,23,0,13,19,54.45,16.87
2335,97,17,0.05970713388687712,0.011396011396011397,139.8,40,1,21,28,49.45,14.77
2336,118,15,0.06508433805057373,0.0038119440914866584,97.5,16,0,4,35,55.2,17.03
2337,71,11,0.06943890230669607,0.016822429906542057,133.0,15,0,1,24,16.3,25.43
2338,157,22,0.06588852147087902,0.009416195856873822,117.11111111111111,24,1,9,47,49.35,17.29
2339,127,24,0.06749469062447801,0.010917030567685589,130.0,19,1,9,34,45.0,17.68
2340,52,7,0.06884174607262426,0.014164305949008499,117.0,8,1,2,15,51.85,17.78
2341,70,8,0.06681792502688025,0.010660980810234541,116.5,7,1,2,21,63.05,13.86
2342,50,7,0.07019972945014721,0.011267605633802818,177.0,9,0,3,13,14.0,29.4
2343,155,16,0.06894870822726536,0.003003003003003003,89.81818181818181,26,2,13,44,63.45,13.07
2344,144,19,0.06577800170869022,0.009414225941422594,94.6,26,2,8,45,53.05,14.49
2345,103,11,0.06424413627803456,0.0061633281972265025,107.33333333333333,16,1,7,25,63.55,13.07
2346,200,23,0.06769993552704148,0.0037230081906180195,73.66666666666667,36,1,8,56,62.3,13.65
2347,99,8,0.06794433714653593,0.0110062893081761,78.625,16,0,6,31,60.7,14.99
2348,84,11,0.06477797594548865,0.013513513513513514,147.25,18,0,4,26,47.85,18.4
2349,103,15,0.06282994783869392,0.011220196353436185,118.0,15,1,5,26,48.25,18.73
2350,115,18,0.06244647915157105,0.006257822277847309,87.88888888888889,30,0,8,31,54.55,13.79
2351,114,9,0.06559905385211647,0.00847457627118644,100.28571428571429,16,0,4,32,70.3,12.46
2352,66,9,0.06326620211412683,0.018957345971563982,104.75,10,1,5,19,64.25,13.29
2353,94,11,0.06359483390671705,0.0050335570469798654,98.5,17,1,2,28,56.5,16.51
2354,69,5,0.07083563918096294,0.014388489208633094,103.25,16,2,8,18,41.7,20.47
2355,90,11,0.06569015902612188,0.010362694300518135,95.5,19,1,5,21,62.75,14.76
2356,60,7,0.05966281780235269,0.009302325581395349,142.66666666666666,25,0,6,22,37.15,17.33
2357,88,10,0.06627997599851028,0.016697588126159554,76.14285714285714,17,0,2,22,64.4,15.62
2358,200,29,0.06272973739638035,0.007730147575544624,117.5,34,11,16,62,43.0,14.4
2359,113,27,0.059156928608601035,0.004347826086956522,113.5,33,10,9,43,23.0,23.71
2360,111,19,0.06242165064857704,0.00851581508515815,135.66666666666666,26,9,13,29,14.6,23.04
2361,85,17,0.06399524266959424,0.007204610951008645,114.0,26,9,16,31,-32.71,43.12
2362,96,13,0.0680428167095827,0.01749271137026239,96.85714285714286,25,11,18,32,38.15,18.13
2363,84,27,0.05541077943496854,0.01335113484646195,92.75,37,0,8,35,16.95,21.48
2364,86,9,0.062350576903087214,0.0050933786078098476,83.14285714285714,31,4,12,25,57.5,12.0
2365,75,11,0.0528597416211883,0.017543859649122806,56.0,32,2,7,29,36.7,15.7
2366,168,28,0.06927148077278628,0.004332755632582322,127.11111111111111,30,3,7,46,47.85,17.69
2367,88,7,0.07002160143521399,0.013961605584642234,81.0,19,0,6,27,66.05,11.78
2368,131,16,0.06937035775987085,0.008978675645342313,73.25,18,1,5,43,57.05,14.57
2369,196,23,0.06402767102229055,0.004611837048424289,117.36363636363636,46,0,8,45,50.3,18.17
2370,82,11,0.05920908892287524,0.008361204013377926,84.57142857142857,22,0,6,29,48.35,16.0
2371,58,9,0.05364464692482916,0.029545454545454545,109.25,18,0,8,19,28.15,21.94
2372,88,3,0.07196591302929606,0.009208103130755065,59.44444444444444,16,0,5,25,70.75,8.47
2373,109,12,0.06965219617452365,0.012162162162162163,73.1,17,0,4,37,46.45,12.88
2374,77,4,0.06399275242958327,0.00641025641025641,92.8,14,0,4,17,71.0,11.35
2375,51,4,0.06809617432620627,0.019169329073482427,103.66666666666667,9,0,6,16,63.55,12.29
2376,115,4,0.06130836897999892,0.009762900976290097,88.75,26,0,10,26,67.2,12.55
2377,63,10,0.06390911053116967,0.015486725663716814,63.714285714285715,17,0,10,17,59.85,12.49
2378,90,13,0.062136925193449453,0.012084592145015106,93.71428571428571,23,0,10,33,27.15,20.89
2379,65,8,0.06790225719610685,0.020454545454545454,109.25,8,0,2,19,52.55,13.9
2380,59,7,0.06405503193817841,0.01907356948228883,72.6,13,0,2,16,68.75,12.18
2381,51,5,0.06666900777834354,0.020710059171597635,83.75,11,0,6,20,61.9,14.53
2382,71,6,0.07429442147602881,0.014184397163120567,59.57142857142857,10,0,4,29,76.3,8.55
2383,100,22,0.05845124678204331,0.015068493150684932,90.375,32,0,12,42,32.15,20.8
2384,58,3,0.061147072105976225,0.03287671232876712,90.5,11,0,2,24,60.2,14.08
2385,56,10,0.06087719298245613,0.0225,132.66666666666666,9,0,2,21,50.15,17.48
2386,107,11,0.0654095390937496,0.00995732574679943,139.8,25,0,10,26,53.75,15.95
2387,71,8,0.06690767519466075,0.010752688172043012,115.5,12,0,5,22,45.15,19.62
2388,59,6,0.065193577214679,0.029490616621983913,92.5,11,0,6,17,66.7,13.3
2389,76,9,0.06747461252793219,0.01593625498007968,54.888888888888886,16,0,6,30,62.0,11.92
2390,51,6,0.07161502474744051,0.00872093023255814,114.0,11,0,6,13,57.7,14.64
2391,64,12,0.05962434814712261,0.01072961373390558,65.71428571428571,19,0,6,24,58.15,14.28
2392,64,8,0.06377287960814644,0.023148148148148147,85.6,16,0,4,22,61.9,13.87
2393,100,14,0.06379631051724433,0.007832898172323759,126.83333333333333,29,0,16,34,37.35,15.6
2394,83,7,0.07309810610098424,0.02071563088512241,132.0,12,0,4,22,53.9,18.44
2395,54,3,0.06504559270516719,0.021212121212121213,65.2,10,0,4,17,72.9,9.84
2396,86,5,0.06624002890575056,0.00931098696461825,66.25,16,0,5,24,69.75,8.51
2397,67,10,0.06306044430350757,0.016771488469601678,118.5,22,0,8,21,46.55,19.67
2398,59,7,0.05955481625774257,0.014018691588785047,428.0,23,0,4,47,51.8,10.19
2399,101,10,0.06624866858211827,0.01195814648729447,73.44444444444444,16,0,9,25,63.5,11.21
2400,78,16,0.05808046313461476,0.010810810810810811,91.66666666666667,21,0,5,30,53.25,15.47
2401,74,3,0.06526713249402324,0.027149321266968326,62.285714285714285,17,0,11,27,75.8,8.02
2402,64,8,0.068157602663707,0.009411764705882352,105.5,9,0,5,11,42.7,21.55
2403,84,8,0.06518802298618813,0.009157509157509158,77.14285714285714,15,0,6,26,65.4,10.39
2404,53,7,0.07069606759932152,0.013927576601671309,71.0,6,0,2,14,64.1,11.79
2405,51,2,0.06616115660701649,0.015873015873015872,78.0,12,0,2,20,69.7,13.08
2406,55,5,0.06508483563096501,0.018970189701897018,91.5,6,0,2,19,50.55,16.77
